Prior disorder,Later disorder,Sex,Model,HR,Lower,Upper
IED,Nicotine dependence,M,A,7.2,6.2,8.5
IED,Alcohol abuse,M,A,10.5,9.3,11.8
IED,Alcohol dependence,M,A,15.3,12.9,18.1
IED,Drug abuse,M,A,8.8,7.1,10.9
IED,Drug dependence,M,A,11.9,9.1,15.5
IED,MDE,F,B,11.5,9.9,13.4
IED,Bipolar disorder,F,B,,,
IED,Dysthymia,F,B,,,
IED,Panic disorder,F,B,7.8,4.4,14
IED,GAD,F,B,15.9,11.2,22.5
IED,Social phobia,F,B,6.1,4.6,8.2
IED,Specific Phobia,F,B,,,
IED,Agoraphobia,F,B,5.7,3.3,10
IED,PTSD,F,B,12.3,8.3,18.4
IED,OCD,F,B,,,
IED,Adult SAD,F,B,5.3,3.6,7.7
IED,Child SAD,F,B,,,
IED,Anorexia nervosa,F,B,,,
IED,Bulimia nervosa,F,B,,,
IED,Binge eating disorder,F,B,7.7,4.1,14.6
IED,ADHD,F,B,,,
IED,Conduct disorder,F,B,,,
IED,ODD,F,B,,,
IED,Nicotine dependence,F,B,3.8,3,4.9
IED,Alcohol abuse,F,B,2.5,2,3.2
IED,Alcohol dependence,F,B,2.4,1.6,3.5
IED,Drug abuse,F,B,2.4,1.6,3.5
IED,Drug dependence,F,B,3.3,1.8,6.1
IED,MDE,M,B,8.5,7.2,10.1
IED,Bipolar disorder,M,B,,,
IED,Dysthymia,M,B,,,
IED,Panic disorder,M,B,4.8,3,7.7
IED,GAD,M,B,10.8,8.2,14.1
IED,Social phobia,M,B,6.6,5.3,8.3
IED,Specific Phobia,M,B,,,
IED,Agoraphobia,M,B,,,
IED,PTSD,M,B,6,4.1,8.9
IED,OCD,M,B,12.2,7.8,19.1
IED,Adult SAD,M,B,4.1,2.8,6.1
IED,Child SAD,M,B,,,
IED,Anorexia nervosa,M,B,,,
IED,Bulimia nervosa,M,B,,,
IED,Binge eating disorder,M,B,,,
IED,ADHD,M,B,,,
IED,Conduct disorder,M,B,7,4.7,10.5
IED,ODD,M,B,4.4,3,6.3
IED,Nicotine dependence,M,B,5,4.1,6.1
IED,Alcohol abuse,M,B,7.2,6.1,8.4
IED,Alcohol dependence,M,B,7.7,5.6,10.4
IED,Drug abuse,M,B,3.4,2.3,5
IED,Drug dependence,M,B,4.8,2.7,8.4
ADHD,MDE,All,A,18,16.3,20
ADHD,Bipolar disorder,All,A,31.7,26.1,38.4
ADHD,Dysthymia,All,A,29.2,23.2,36.7
ADHD,Panic disorder,All,A,22.4,17.7,28.4
ADHD,GAD,All,A,19.2,16.1,22.9
ADHD,Social phobia,All,A,21,18.1,24.4
ADHD,Specific Phobia,All,A,16.1,14.1,18.5
ADHD,Agoraphobia,All,A,25.4,19.3,33.6
ADHD,PTSD,All,A,20.4,16.3,25.4
ADHD,OCD,All,A,,,
ADHD,Adult SAD,All,A,23.3,19,28.5
ADHD,Child SAD,All,A,22.1,17,28.7
ADHD,Anorexia nervosa,All,A,,,
ADHD,Bulimia nervosa,All,A,36.4,21.7,60.8
ADHD,Binge eating disorder,All,A,,,
ADHD,IED,All,A,20,16.3,24.7
ADHD,Conduct disorder,All,A,34.9,27.4,44.5
ADHD,ODD,All,A,43.4,35.1,53.6
ADHD,Nicotine dependence,All,A,11.1,9.5,13
ADHD,Alcohol abuse,All,A,13.5,11.6,15.8
ADHD,Alcohol dependence,All,A,19.5,15.7,24.1
ADHD,Drug abuse,All,A,14.7,12.1,17.9
ADHD,Drug dependence,All,A,24.8,19,32.4
ADHD,MDE,All,B,14.2,12.2,16.5
ADHD,Bipolar disorder,All,B,25.5,19,34.2
ADHD,Dysthymia,All,B,17.5,11.2,27.4
ADHD,Panic disorder,All,B,16.4,10.4,25.8
ADHD,GAD,All,B,14.4,10.7,19.4
ADHD,Social phobia,All,B,15.6,12.8,19
ADHD,Specific Phobia,All,B,13.1,10.7,15.9
ADHD,Agoraphobia,All,B,13.4,8.2,21.9
ADHD,PTSD,All,B,14.2,10.2,19.9
ADHD,OCD,All,B,,,
ADHD,Adult SAD,All,B,14.4,10.6,19.7
ADHD,Child SAD,All,B,13.2,8.6,20.5
ADHD,Anorexia nervosa,All,B,,,
ADHD,Bulimia nervosa,All,B,19.4,8.2,45.8
ADHD,Binge eating disorder,All,B,,,
ADHD,IED,All,B,17.2,13.2,22.6
ADHD,Conduct disorder,All,B,25.3,18.3,35
ADHD,ODD,All,B,33,24.9,43.8
ADHD,Nicotine dependence,All,B,8.9,7.1,11.2
ADHD,Alcohol abuse,All,B,11,9,13.5
ADHD,Alcohol dependence,All,B,13.3,9.4,18.8
ADHD,Drug abuse,All,B,11.2,8.2,15.4
ADHD,Drug dependence,All,B,15.4,9.3,25.6
ADHD,MDE,F,A,26.3,23,30
ADHD,Bipolar disorder,F,A,30.3,22.8,40.1
ADHD,Dysthymia,F,A,43.4,31.5,60
ADHD,Panic disorder,F,A,36.4,26.7,49.7
ADHD,GAD,F,A,28.3,21.7,36.8
ADHD,Social phobia,F,A,27.6,22.7,33.6
ADHD,Specific Phobia,F,A,29,24.3,34.6
ADHD,Agoraphobia,F,A,48.9,35,68.3
ADHD,PTSD,F,A,43.5,34.6,54.8
ADHD,OCD,F,A,,,
ADHD,Adult SAD,F,A,30.9,23.8,40.1
ADHD,Child SAD,F,A,34.5,24.1,49.5
ADHD,Anorexia nervosa,F,A,,,
ADHD,Bulimia nervosa,F,A,,,
ADHD,Binge eating disorder,F,A,,,
ADHD,IED,F,A,13.9,10.3,18.6
ADHD,Conduct disorder,F,A,21.3,14.9,30.6
ADHD,ODD,F,A,38.5,28.9,51.2
ADHD,Nicotine dependence,F,A,6.9,5.5,8.8
ADHD,Alcohol abuse,F,A,4.6,3.5,6
ADHD,Alcohol dependence,F,A,6.1,4.3,8.6
ADHD,Drug abuse,F,A,5.4,3.8,7.8
ADHD,Drug dependence,F,A,8.6,5.6,13.3
ADHD,MDE,M,A,21.8,19.1,24.9
ADHD,Bipolar disorder,M,A,29.5,23.3,37.3
ADHD,Dysthymia,M,A,36.1,26.5,49.3
ADHD,Panic disorder,M,A,25.2,17.6,35.9
ADHD,GAD,M,A,23.9,18.6,30.6
ADHD,Social phobia,M,A,20.5,16.7,25.1
ADHD,Specific Phobia,M,A,17.9,14.4,22.2
ADHD,Agoraphobia,M,A,,,
ADHD,PTSD,M,A,21.4,14.9,30.9
ADHD,OCD,M,A,,,
ADHD,Adult SAD,M,A,22.8,17.2,30.2
ADHD,Child SAD,M,A,,,
ADHD,Anorexia nervosa,M,A,,,
ADHD,Bulimia nervosa,M,A,,,
ADHD,Binge eating disorder,M,A,,,
ADHD,IED,M,A,20.3,15.9,26
ADHD,Conduct disorder,M,A,29.3,22.6,37.9
ADHD,ODD,M,A,38.3,30.1,48.6
ADHD,Nicotine dependence,M,A,10.2,8.7,12
ADHD,Alcohol abuse,M,A,12.4,10.3,14.9
ADHD,Alcohol dependence,M,A,18.6,14.7,23.7
ADHD,Drug abuse,M,A,15.2,12.2,18.8
ADHD,Drug dependence,M,A,26.1,19.5,34.8
ADHD,MDE,F,B,20.4,17.2,24.3
ADHD,Bipolar disorder,F,B,24.5,17.3,34.7
ADHD,Dysthymia,F,B,25.5,15.5,42.2
ADHD,Panic disorder,F,B,26.1,16,42.6
ADHD,GAD,F,B,19.7,13.5,28.8
ADHD,Social phobia,F,B,19.9,15.8,25.2
ADHD,Specific Phobia,F,B,23.9,18.9,30.2
ADHD,Agoraphobia,F,B,24.2,13.2,44.2
ADHD,PTSD,F,B,29.5,20.7,42.1
ADHD,OCD,F,B,,,
ADHD,Adult SAD,F,B,19.7,13.7,28.1
ADHD,Child SAD,F,B,20,11.4,35.2
ADHD,Anorexia nervosa,F,B,,,
ADHD,Bulimia nervosa,F,B,,,
ADHD,Binge eating disorder,F,B,,,
ADHD,IED,F,B,12.4,8.8,17.6
ADHD,Conduct disorder,F,B,14,8.6,22.8
ADHD,ODD,F,B,28.7,20,41.2
ADHD,Nicotine dependence,F,B,5.7,4.3,7.7
ADHD,Alcohol abuse,F,B,3.5,2.4,4.9
ADHD,Alcohol dependence,F,B,3.9,2.4,6.2
ADHD,Drug abuse,F,B,4.3,2.8,6.7
ADHD,Drug dependence,F,B,5.5,2.7,11.2
ADHD,MDE,M,B,17.2,14.5,20.4
ADHD,Bipolar disorder,M,B,23.8,17,33.2
ADHD,Dysthymia,M,B,21.9,12.9,37.2
ADHD,Panic disorder,M,B,18.6,10.8,32.1
ADHD,GAD,M,B,18.9,13.8,25.8
ADHD,Social phobia,M,B,15.6,12.4,19.7
ADHD,Specific Phobia,M,B,14.2,11,18.2
ADHD,Agoraphobia,M,B,,,
ADHD,PTSD,M,B,15.5,10.2,23.7
ADHD,OCD,M,B,,,
ADHD,Adult SAD,M,B,13.8,9.4,20.2
ADHD,Child SAD,M,B,,,
ADHD,Anorexia nervosa,M,B,,,
ADHD,Bulimia nervosa,M,B,,,
ADHD,Binge eating disorder,M,B,,,
ADHD,IED,M,B,17.1,12.9,22.8
ADHD,Conduct disorder,M,B,22.5,16.3,31
ADHD,ODD,M,B,29.8,21.7,40.9
ADHD,Nicotine dependence,M,B,8.1,6.4,10.2
ADHD,Alcohol abuse,M,B,10.4,8.4,12.9
ADHD,Alcohol dependence,M,B,13,9,18.8
ADHD,Drug abuse,M,B,11.4,8.2,16
ADHD,Drug dependence,M,B,16.1,9.7,26.7
Conduct disorder,MDE,All,A,14.8,13.1,16.7
Conduct disorder,Bipolar disorder,All,A,19.5,15.9,24
Conduct disorder,Dysthymia,All,A,24.6,19.1,31.6
Conduct disorder,Panic disorder,All,A,21.1,16.7,26.6
Conduct disorder,GAD,All,A,18,15.1,21.5
Conduct disorder,Social phobia,All,A,13.1,11.1,15.5
Conduct disorder,Specific Phobia,All,A,12.5,11.1,14.1
Conduct disorder,Agoraphobia,All,A,16.3,12.2,21.8
Conduct disorder,PTSD,All,A,20.1,16.6,24.3
Conduct disorder,OCD,All,A,14.6,9,23.5
Conduct disorder,Adult SAD,All,A,23.2,19.2,28.1
Conduct disorder,Child SAD,All,A,,,
Conduct disorder,Anorexia nervosa,All,A,,,
Conduct disorder,Bulimia nervosa,All,A,,,
Conduct disorder,Binge eating disorder,All,A,12.9,8.8,19
Conduct disorder,IED,All,A,16.1,13.3,19.5
Conduct disorder,ADHD,All,A,,,
Conduct disorder,ODD,All,A,44.3,35.7,55
Conduct disorder,Nicotine dependence,All,A,13.3,11.7,15.3
Conduct disorder,Alcohol abuse,All,A,18.1,15.9,20.7
Conduct disorder,Alcohol dependence,All,A,27.9,23.3,33.3
Conduct disorder,Drug abuse,All,A,24.2,20.4,28.7
Conduct disorder,Drug dependence,All,A,34.4,27.4,43.2
Conduct disorder,MDE,All,B,6.5,4.9,8.8
Conduct disorder,Bipolar disorder,All,B,4.8,2.4,9.7
Conduct disorder,Dysthymia,All,B,8.7,4.6,16.5
Conduct disorder,Panic disorder,All,B,4.6,2.3,9.2
Conduct disorder,GAD,All,B,7.6,4.8,12.2
Conduct disorder,Social phobia,All,B,3.7,2.4,5.8
Conduct disorder,Specific Phobia,All,B,6.1,4.4,8.4
Conduct disorder,Agoraphobia,All,B,3.9,1.6,9.5
Conduct disorder,PTSD,All,B,6.4,3.7,11.1
Conduct disorder,OCD,All,B,12.2,3.3,45.2
Conduct disorder,Adult SAD,All,B,8.9,6.1,12.9
Conduct disorder,Child SAD,All,B,,,
Conduct disorder,Anorexia nervosa,All,B,,,
Conduct disorder,Bulimia nervosa,All,B,,,
Conduct disorder,Binge eating disorder,All,B,6.4,2.7,15.2
Conduct disorder,IED,All,B,9.3,6.5,13.2
Conduct disorder,ADHD,All,B,,,
Conduct disorder,ODD,All,B,19.7,13.5,28.9
Conduct disorder,Nicotine dependence,All,B,8.9,6.8,11.7
Conduct disorder,Alcohol abuse,All,B,11.6,9,14.9
Conduct disorder,Alcohol dependence,All,B,14.1,9.6,20.5
Conduct disorder,Drug abuse,All,B,13.3,9.7,18.2
Conduct disorder,Drug dependence,All,B,15.6,9.8,25
Conduct disorder,MDE,F,A,20.7,17.5,24.6
Conduct disorder,Bipolar disorder,F,A,19.5,13.9,27.3
Conduct disorder,Dysthymia,F,A,36.8,25.1,54.1
Conduct disorder,Panic disorder,F,A,41.7,30.1,57.7
Conduct disorder,GAD,F,A,35,26.9,45.6
Conduct disorder,Social phobia,F,A,15.5,12,20.2
Conduct disorder,Specific Phobia,F,A,,,
Conduct disorder,Agoraphobia,F,A,,,
Conduct disorder,PTSD,F,A,42.9,33.8,54.4
Conduct disorder,OCD,F,A,,,
Conduct disorder,Adult SAD,F,A,32.1,24.2,42.5
Conduct disorder,Child SAD,F,A,,,
Conduct disorder,Anorexia nervosa,F,A,,,
Conduct disorder,Bulimia nervosa,F,A,,,
Conduct disorder,Binge eating disorder,F,A,23.9,15.5,36.7
Conduct disorder,IED,F,A,11.1,8.3,15
Conduct disorder,ADHD,F,A,,,
Conduct disorder,ODD,F,A,40.2,29.6,54.5
Conduct disorder,Nicotine dependence,F,A,10.8,9.1,12.7
Conduct disorder,Alcohol abuse,F,A,8.6,7,10.5
Conduct disorder,Alcohol dependence,F,A,13.7,10.5,17.8
Conduct disorder,Drug abuse,F,A,11.7,9,15.2
Conduct disorder,Drug dependence,F,A,19.4,14.5,26
Conduct disorder,MDE,M,A,17.2,14.7,20
Conduct disorder,Bipolar disorder,M,A,17.7,14.2,22.2
Conduct disorder,Dysthymia,M,A,27.6,20.2,37.7
Conduct disorder,Panic disorder,M,A,17.8,12.4,25.7
Conduct disorder,GAD,M,A,16,12.3,20.8
Conduct disorder,Social phobia,M,A,13.6,11.1,16.6
Conduct disorder,Specific Phobia,M,A,,,
Conduct disorder,Agoraphobia,M,A,,,
Conduct disorder,PTSD,M,A,20.1,14.9,27.1
Conduct disorder,OCD,M,A,,,
Conduct disorder,Adult SAD,M,A,21.8,17.2,27.5
Conduct disorder,Child SAD,M,A,,,
Conduct disorder,Anorexia nervosa,M,A,,,
Conduct disorder,Bulimia nervosa,M,A,,,
Conduct disorder,Binge eating disorder,M,A,,,
Conduct disorder,IED,M,A,16.1,13.2,19.6
Conduct disorder,ADHD,M,A,,,
Conduct disorder,ODD,M,A,37.9,30.5,47
Conduct disorder,Nicotine dependence,M,A,11.2,9.3,13.4
Conduct disorder,Alcohol abuse,M,A,15.9,13.8,18.3
Conduct disorder,Alcohol dependence,M,A,24.4,20,29.8
Conduct disorder,Drug abuse,M,A,23,19.2,27.4
Conduct disorder,Drug dependence,M,A,31.1,23.8,40.5
Conduct disorder,MDE,F,B,8.6,6.2,11.8
Conduct disorder,Bipolar disorder,F,B,4,1.9,8.5
Conduct disorder,Dysthymia,F,B,11.2,5.4,23.1
Conduct disorder,Panic disorder,F,B,7.6,3.5,16.7
Conduct disorder,GAD,F,B,14.1,8.5,23.3
Conduct disorder,Social phobia,F,B,3.9,2.4,6.5
Conduct disorder,Specific Phobia,F,B,,,
Conduct disorder,Agoraphobia,F,B,,,
Conduct disorder,PTSD,F,B,12.9,7.4,22.6
Conduct disorder,OCD,F,B,,,
Conduct disorder,Adult SAD,F,B,11.3,7.3,17.4
Conduct disorder,Child SAD,F,B,,,
Conduct disorder,Anorexia nervosa,F,B,,,
Conduct disorder,Bulimia nervosa,F,B,,,
Conduct disorder,Binge eating disorder,F,B,11.3,4.4,29.1
Conduct disorder,IED,F,B,5.9,3.8,9.1
Conduct disorder,ADHD,F,B,,,
Conduct disorder,ODD,F,B,16.5,11.1,24.6
Conduct disorder,Nicotine dependence,F,B,6.8,5.4,8.7
Conduct disorder,Alcohol abuse,F,B,5.2,3.9,6.8
Conduct disorder,Alcohol dependence,F,B,6.2,4.2,9.2
Conduct disorder,Drug abuse,F,B,5.8,4,8.5
Conduct disorder,Drug dependence,F,B,8.3,5,13.6
Conduct disorder,MDE,M,B,7.9,5.7,10.8
Conduct disorder,Bipolar disorder,M,B,4.9,2.4,9.9
Conduct disorder,Dysthymia,M,B,10.9,5.5,21.6
Conduct disorder,Panic disorder,M,B,4.7,2.3,9.6
Conduct disorder,GAD,M,B,7.1,4.2,12.1
Conduct disorder,Social phobia,M,B,4.2,2.6,6.7
Conduct disorder,Specific Phobia,M,B,,,
Conduct disorder,Agoraphobia,M,B,,,
Conduct disorder,PTSD,M,B,6.8,3.7,12.4
Conduct disorder,OCD,M,B,,,
Conduct disorder,Adult SAD,M,B,8.9,5.9,13.4
Conduct disorder,Child SAD,M,B,,,
Conduct disorder,Anorexia nervosa,M,B,,,
Conduct disorder,Bulimia nervosa,M,B,,,
Conduct disorder,Binge eating disorder,M,B,,,
Conduct disorder,IED,M,B,9.6,6.7,13.7
Conduct disorder,ADHD,M,B,,,
Conduct disorder,ODD,M,B,18,12.1,26.6
Conduct disorder,Nicotine dependence,M,B,7.8,5.7,10.6
Conduct disorder,Alcohol abuse,M,B,10.4,8,13.4
Conduct disorder,Alcohol dependence,M,B,12.7,8.4,19
Conduct disorder,Drug abuse,M,B,13,9.4,17.9
Conduct disorder,Drug dependence,M,B,14.6,8.9,23.7
ODD,MDE,All,A,15.1,13.7,16.7
ODD,Bipolar disorder,All,A,25.9,21.5,31.2
ODD,Dysthymia,All,A,25.9,20.2,33.2
ODD,Panic disorder,All,A,17.6,13.6,22.7
ODD,GAD,All,A,18.8,15.8,22.5
ODD,Social phobia,All,A,18.7,16.2,21.6
ODD,Specific Phobia,All,A,15.5,13.4,18
ODD,Agoraphobia,All,A,19.5,15.4,24.7
ODD,PTSD,All,A,20.2,16.6,24.5
ODD,OCD,All,A,,,
ODD,Adult SAD,All,A,24,19.7,29.2
ODD,Child SAD,All,A,18,13.4,24.2
ODD,Anorexia nervosa,All,A,,,
ODD,Bulimia nervosa,All,A,28.7,18,45.8
ODD,Binge eating disorder,All,A,17.2,12.7,23.3
ODD,IED,All,A,18.1,15.4,21.2
ODD,ADHD,All,A,37.8,30,47.8
ODD,Conduct disorder,All,A,44.5,36.6,54.2
ODD,Nicotine dependence,All,A,13,11.6,14.5
ODD,Alcohol abuse,All,A,16.6,14.9,18.4
ODD,Alcohol dependence,All,A,23.7,20,28.1
ODD,Drug abuse,All,A,21.6,18.5,25.2
ODD,Drug dependence,All,A,32,25.5,40.1
ODD,MDE,All,B,10.2,8.4,12.2
ODD,Bipolar disorder,All,B,15.6,10.7,22.8
ODD,Dysthymia,All,B,16.6,10.5,26.4
ODD,Panic disorder,All,B,6.7,3.7,12.2
ODD,GAD,All,B,12.1,8.8,16.7
ODD,Social phobia,All,B,11.2,8.8,14.4
ODD,Specific Phobia,All,B,10.6,8.3,13.4
ODD,Agoraphobia,All,B,2.8,0.9,8.8
ODD,PTSD,All,B,15.5,11.2,21.3
ODD,OCD,All,B,,,
ODD,Adult SAD,All,B,14.7,10.2,21.2
ODD,Child SAD,All,B,7.7,4.3,14
ODD,Anorexia nervosa,All,B,,,
ODD,Bulimia nervosa,All,B,18.5,8,43.2
ODD,Binge eating disorder,All,B,13.2,8.2,21.4
ODD,IED,All,B,13.6,9.9,18.6
ODD,ADHD,All,B,27.3,19,39.4
ODD,Conduct disorder,All,B,30.9,23.6,40.4
ODD,Nicotine dependence,All,B,10.3,8.6,12.4
ODD,Alcohol abuse,All,B,12.2,10.4,14.3
ODD,Alcohol dependence,All,B,16.4,12.8,21.1
ODD,Drug abuse,All,B,15.3,12.1,19.4
ODD,Drug dependence,All,B,20.2,13.9,29.4
ODD,MDE,F,A,22,19.1,25.3
ODD,Bipolar disorder,F,A,23.9,18.2,31.4
ODD,Dysthymia,F,A,44.9,33.2,60.7
ODD,Panic disorder,F,A,30.4,22.4,41.3
ODD,GAD,F,A,29.9,24.1,37.1
ODD,Social phobia,F,A,22.5,18.4,27.4
ODD,Specific Phobia,F,A,25.5,20.9,31
ODD,Agoraphobia,F,A,36.1,26,50.2
ODD,PTSD,F,A,45.3,36.8,55.9
ODD,OCD,F,A,,,
ODD,Adult SAD,F,A,25.9,19.7,34.2
ODD,Child SAD,F,A,,,
ODD,Anorexia nervosa,F,A,,,
ODD,Bulimia nervosa,F,A,,,
ODD,Binge eating disorder,F,A,27.9,19,41.1
ODD,IED,F,A,14.8,11.4,19.2
ODD,ADHD,F,A,,,
ODD,Conduct disorder,F,A,24.6,17.8,33.9
ODD,Nicotine dependence,F,A,9.2,7.8,10.7
ODD,Alcohol abuse,F,A,5.9,4.8,7.3
ODD,Alcohol dependence,F,A,10.1,7.8,13.1
ODD,Drug abuse,F,A,9.6,7.5,12.1
ODD,Drug dependence,F,A,13.5,9,20.3
ODD,MDE,M,A,18,15.8,20.6
ODD,Bipolar disorder,M,A,24.3,19.5,30.5
ODD,Dysthymia,M,A,,,
ODD,Panic disorder,M,A,17.9,12.2,26.2
ODD,GAD,M,A,21.9,17,28.1
ODD,Social phobia,M,A,20,16.3,24.4
ODD,Specific Phobia,M,A,19,15.5,23.3
ODD,Agoraphobia,M,A,,,
ODD,PTSD,M,A,20,14.3,28
ODD,OCD,M,A,,,
ODD,Adult SAD,M,A,29,22.9,36.8
ODD,Child SAD,M,A,,,
ODD,Anorexia nervosa,M,A,,,
ODD,Bulimia nervosa,M,A,,,
ODD,Binge eating disorder,M,A,17.8,12.2,26
ODD,IED,M,A,16.2,13.3,19.7
ODD,ADHD,M,A,,,
ODD,Conduct disorder,M,A,41.8,34.1,51.2
ODD,Nicotine dependence,M,A,10.9,9.4,12.6
ODD,Alcohol abuse,M,A,14.9,13.1,16.8
ODD,Alcohol dependence,M,A,20.5,16.7,25.2
ODD,Drug abuse,M,A,21.1,17.7,25.1
ODD,Drug dependence,M,A,32.5,25.4,41.7
ODD,MDE,F,B,13.9,11.4,17.1
ODD,Bipolar disorder,F,B,12.1,7.8,18.8
ODD,Dysthymia,F,B,28.4,17.7,45.6
ODD,Panic disorder,F,B,10.5,5.9,18.5
ODD,GAD,F,B,15.5,10.5,23
ODD,Social phobia,F,B,11.4,8.6,15.3
ODD,Specific Phobia,F,B,17,13.3,21.9
ODD,Agoraphobia,F,B,4.7,1.4,16.1
ODD,PTSD,F,B,33.4,25.2,44.3
ODD,OCD,F,B,,,
ODD,Adult SAD,F,B,14.5,9.9,21.2
ODD,Child SAD,F,B,,,
ODD,Anorexia nervosa,F,B,,,
ODD,Bulimia nervosa,F,B,,,
ODD,Binge eating disorder,F,B,21.3,12,37.9
ODD,IED,F,B,11.2,7.8,16.2
ODD,ADHD,F,B,,,
ODD,Conduct disorder,F,B,15.6,10.7,22.8
ODD,Nicotine dependence,F,B,7.4,6,9
ODD,Alcohol abuse,F,B,4.1,3.4,5.1
ODD,Alcohol dependence,F,B,6.9,5,9.6
ODD,Drug abuse,F,B,6.7,4.8,9.2
ODD,Drug dependence,F,B,8.1,4.9,13.6
ODD,MDE,M,B,12.6,10,15.8
ODD,Bipolar disorder,M,B,16.6,11.2,24.5
ODD,Dysthymia,M,B,,,
ODD,Panic disorder,M,B,7.8,3.9,15.6
ODD,GAD,M,B,16.5,11.7,23.5
ODD,Social phobia,M,B,13.6,10.1,18.2
ODD,Specific Phobia,M,B,13.1,9.8,17.5
ODD,Agoraphobia,M,B,,,
ODD,PTSD,M,B,16.2,10.1,26.1
ODD,OCD,M,B,,,
ODD,Adult SAD,M,B,18.7,12.6,27.9
ODD,Child SAD,M,B,,,
ODD,Anorexia nervosa,M,B,,,
ODD,Bulimia nervosa,M,B,,,
ODD,Binge eating disorder,M,B,13.8,8.1,23.4
ODD,IED,M,B,12.1,8.7,16.9
ODD,ADHD,M,B,,,
ODD,Conduct disorder,M,B,30.4,23.5,39.2
ODD,Nicotine dependence,M,B,8.7,7.2,10.6
ODD,Alcohol abuse,M,B,11.3,9.5,13.4
ODD,Alcohol dependence,M,B,14.4,10.8,19.1
ODD,Drug abuse,M,B,15.1,11.8,19.3
ODD,Drug dependence,M,B,20.8,14.2,30.5
Nicotine dependence,MDE,All,A,7.5,6.9,8.2
Nicotine dependence,Bipolar disorder,All,A,7.6,6.4,8.9
Nicotine dependence,Dysthymia,All,A,7.7,6.6,9
Nicotine dependence,Panic disorder,All,A,6.4,5.5,7.5
Nicotine dependence,GAD,All,A,7.9,7,8.9
Nicotine dependence,Social phobia,All,A,6.2,5.7,6.8
Nicotine dependence,Specific Phobia,All,A,6.5,6,7.1
Nicotine dependence,Agoraphobia,All,A,5.8,4.9,6.8
Nicotine dependence,PTSD,All,A,5.8,5.2,6.5
Nicotine dependence,OCD,All,A,5.3,4,6.9
Nicotine dependence,Adult SAD,All,A,6.1,5.3,7
Nicotine dependence,Child SAD,All,A,,,
Nicotine dependence,Anorexia nervosa,All,A,,,
Nicotine dependence,Bulimia nervosa,All,A,5.6,4.1,7.7
Nicotine dependence,Binge eating disorder,All,A,5.2,4.4,6.2
Nicotine dependence,IED,All,A,7.6,6.8,8.5
Nicotine dependence,ADHD,All,A,,,
Nicotine dependence,Conduct disorder,All,A,,,
Nicotine dependence,ODD,All,A,,,
Nicotine dependence,Alcohol abuse,All,A,7.6,6.9,8.4
Nicotine dependence,Alcohol dependence,All,A,9.1,7.9,10.6
Nicotine dependence,Drug abuse,All,A,6,5.3,6.9
Nicotine dependence,Drug dependence,All,A,7.2,5.9,8.8
Nicotine dependence,MDE,All,B,3.6,3.1,4.3
Nicotine dependence,Bipolar disorder,All,B,2,1.5,2.6
Nicotine dependence,Dysthymia,All,B,1.7,1.3,2.2
Nicotine dependence,Panic disorder,All,B,1.7,1.3,2.3
Nicotine dependence,GAD,All,B,3,2.3,3.8
Nicotine dependence,Social phobia,All,B,2,1.7,2.3
Nicotine dependence,Specific Phobia,All,B,3.2,2.7,3.7
Nicotine dependence,Agoraphobia,All,B,1,0.8,1.2
Nicotine dependence,PTSD,All,B,2.4,2,3
Nicotine dependence,OCD,All,B,2.5,1.5,4.2
Nicotine dependence,Adult SAD,All,B,1.8,1.5,2.1
Nicotine dependence,Child SAD,All,B,,,
Nicotine dependence,Anorexia nervosa,All,B,,,
Nicotine dependence,Bulimia nervosa,All,B,1.6,1,2.3
Nicotine dependence,Binge eating disorder,All,B,1.8,1.3,2.5
Nicotine dependence,IED,All,B,3,2.4,3.9
Nicotine dependence,ADHD,All,B,,,
Nicotine dependence,Conduct disorder,All,B,,,
Nicotine dependence,ODD,All,B,,,
Nicotine dependence,Alcohol abuse,All,B,4.5,3.9,5.2
Nicotine dependence,Alcohol dependence,All,B,3.4,2.7,4.4
Nicotine dependence,Drug abuse,All,B,1.9,1.6,2.3
Nicotine dependence,Drug dependence,All,B,1.5,1.1,2
Nicotine dependence,MDE,F,A,12.2,10.9,13.6
Nicotine dependence,Bipolar disorder,F,A,7.3,5.5,9.8
Nicotine dependence,Dysthymia,F,A,14.2,11.5,17.5
Nicotine dependence,Panic disorder,F,A,12,9.2,15.5
Nicotine dependence,GAD,F,A,12.7,10.6,15.3
Nicotine dependence,Social phobia,F,A,7.6,6.4,9
Nicotine dependence,Specific Phobia,F,A,11.4,9.9,13.1
Nicotine dependence,Agoraphobia,F,A,10.9,8,14.9
Nicotine dependence,PTSD,F,A,12.5,10.7,14.6
Nicotine dependence,OCD,F,A,,,
Nicotine dependence,Adult SAD,F,A,8.2,6.7,10
Nicotine dependence,Child SAD,F,A,,,
Nicotine dependence,Anorexia nervosa,F,A,,,
Nicotine dependence,Bulimia nervosa,F,A,,,
Nicotine dependence,Binge eating disorder,F,A,7.5,5.4,10.3
Nicotine dependence,IED,F,A,6.3,5.1,7.7
Nicotine dependence,ADHD,F,A,,,
Nicotine dependence,Conduct disorder,F,A,,,
Nicotine dependence,ODD,F,A,,,
Nicotine dependence,Alcohol abuse,F,A,2.3,2,2.6
Nicotine dependence,Alcohol dependence,F,A,2.9,2.3,3.6
Nicotine dependence,Drug abuse,F,A,2.3,1.9,2.8
